CustomerID,TotalSpending,CustomerValueClass,prediction,probability
12709,9706.519999999993,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.06779923659905161"",""0.9322007634009484""]}"
12716,1053.4899999999996,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2853011236331734"",""0.7146988763668266""]}"
12718,238.25000000000003,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8969883921797464"",""0.10301160782025373""]}"
12725,427.79999999999995,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8811123691348988"",""0.11888763086510135""]}"
12726,2609.1000000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.07292085462430596"",""0.927079145375694""]}"
12734,110.39999999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8493098173801787"",""0.15069018261982123""]}"
12740,427.5999999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8150664198113498"",""0.18493358018865025""]}"
12749,4090.880000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
12755,3811.9499999999994,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.31269342470655265"",""0.6873065752934473""]}"
12762,1898.5200000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16922162879985478"",""0.8307783712001452""]}"
12772,892.47,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.28648885522999495"",""0.7135111447700051""]}"
12793,545.48,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8383277142803047"",""0.16167228571969536""]}"
12797,254.03,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8928531889114208"",""0.10714681108857918""]}"
12798,6977.04,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.22075442551095883"",""0.7792455744890412""]}"
12822,948.8800000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.25084457019618317"",""0.7491554298038168""]}"
12824,397.11999999999983,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676223128462048"",""0.13237768715379525""]}"
12829,293,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7090961415092887"",""0.29090385849071143""]}"
12831,215.05,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8589654812299433"",""0.14103451877005665""]}"
12839,5591.420000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
12840,2726.7699999999995,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11564852078722225"",""0.8843514792127777""]}"
12854,1316.2500000000007,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1656922265525668"",""0.8343077734474331""]}"
12867,4009.3399999999947,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15131041769301815"",""0.8486895823069819""]}"
12872,599.97,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6999335152451757"",""0.30006648475482434""]}"
12882,1463.0399999999997,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8089301095192644"",""0.1910698904807356""]}"
12888,354.12,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8139440048411727"",""0.18605599515882734""]}"
12906,2919.809999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
12921,16587.09,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
12929,117.85,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
12933,607.5299999999997,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.20718944527780728"",""0.7928105547221928""]}"
12949,4167.220000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
12993,414.76000000000005,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.722261436855326"",""0.27773856314467404""]}"
13005,513.7,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8537147687395008"",""0.1462852312604992""]}"
13012,1646.8400000000006,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11550165961483852"",""0.8844983403851615""]}"
13017,204,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
13030,752.4399999999999,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6632787034500164"",""0.3367212965499837""]}"
13032,1010.1799999999997,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6221366571440967"",""0.37786334285590334""]}"
13038,908.46,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5103307921026868"",""0.4896692078973133""]}"
13048,1819.4099999999994,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15134445226913879"",""0.8486555477308612""]}"
13061,248.61,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8589654812299433"",""0.14103451877005665""]}"
13062,346.98,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7077808131504064"",""0.29221918684959364""]}"
13078,12627.94,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11057860279504642"",""0.8894213972049536""]}"
13079,220.09999999999997,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6030474377463028"",""0.39695256225369724""]}"
13091,345.82,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.49716621706594494"",""0.502833782934055""]}"
13092,477.8299999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6742814613746023"",""0.3257185386253977""]}"
13104,1098.48,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.20205312513104665"",""0.7979468748689534""]}"
13106,76.5,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
13107,1531.6200000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11564852078722225"",""0.8843514792127777""]}"
13109,786.5400000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.27468121835476145"",""0.7253187816452386""]}"
13118,1197.8099999999995,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.21198375553050694"",""0.788016244469493""]}"
13127,259.16999999999996,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8652597508792585"",""0.1347402491207414""]}"
13131,1073.3,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.3121394221595667"",""0.6878605778404333""]}"
13133,109.80000000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8572526315005352"",""0.14274736849946484""]}"
13134,1793.58,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13148,3683.259999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
13155,971.7599999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15346574639386068"",""0.8465342536061393""]}"
13158,1201.0600000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15134445226913879"",""0.8486555477308612""]}"
13165,1021.4799999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.24347416626093854"",""0.7565258337390615""]}"
13167,791.33,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.18248385791400798"",""0.817516142085992""]}"
13168,1299.5900000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13093855667709564"",""0.8690614433229044""]}"
13171,468.4099999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6352533557009555"",""0.3647466442990444""]}"
13174,2742.820000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16315335001026254"",""0.8368466499897376""]}"
13176,481.48999999999995,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.4821763496536583"",""0.5178236503463416""]}"
13178,5725.470000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13182,121.18,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13199,9817.120000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11736645574986676"",""0.8826335442501333""]}"
13203,869.46,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16514800184074221"",""0.8348519981592578""]}"
13217,533.98,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6668480077133221"",""0.33315199228667786""]}"
13221,847.41,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7584085058838445"",""0.24159149411615566""]}"
13223,163.20000000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8139440048411727"",""0.18605599515882734""]}"
13227,257.7,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8467578918779555"",""0.15324210812204456""]}"
13247,501.1200000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5408180336732409"",""0.45918196632675906""]}"
13258,672.8299999999999,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6956608757436142"",""0.30433912425638576""]}"
13262,200.29000000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8641193156340242"",""0.13588068436597583""]}"
13268,3174.749999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15131041769301815"",""0.8486895823069819""]}"
13272,276.56,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8537147687395008"",""0.1462852312604992""]}"
13276,590.93,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8493047760306478"",""0.15069522396935217""]}"
13284,201.18999999999997,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13292,578.9399999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7146486684841673"",""0.2853513315158327""]}"
13297,2089.8500000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
13307,15,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13310,1132.0300000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1821873579309774"",""0.8178126420690226""]}"
13316,5732.93,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
13334,3502.32,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16315335001026254"",""0.8368466499897376""]}"
13341,775.8500000000001,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.619273225342023"",""0.3807267746579771""]}"
13363,992.5,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2504430551877059"",""0.7495569448122941""]}"
13364,134.95999999999998,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13365,2225.3700000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2338160900582984"",""0.7661839099417016""]}"
13373,3312.2500000000005,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11698479198744591"",""0.8830152080125541""]}"
13375,778.6500000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.3297818882889796"",""0.6702181117110204""]}"
13382,222.99,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13389,797.9600000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2721331050329383"",""0.7278668949670617""]}"
13394,2520.02,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11575394955705239"",""0.8842460504429476""]}"
13398,457.34000000000003,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.85529498030695"",""0.14470501969305014""]}"
13405,572.451,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.756493619552071"",""0.24350638044792894""]}"
13411,213.54999999999995,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13421,1833.7099999999991,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.22969098869138752"",""0.7703090113086125""]}"
13426,3641.319999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13436,196.89000000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8657266676917336"",""0.13427333230826646""]}"
13449,291.88,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13450,2043.7200000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1277952637117713"",""0.8722047362882287""]}"
13461,1445,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.26223337637379346"",""0.7377666236262066""]}"
13468,5704.97,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13473,422.64000000000004,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8431460955541368"",""0.1568539044458632""]}"
13474,226.83999999999995,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8154080324411237"",""0.18459196755887633""]}"
13475,1431.7800000000007,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1208950176343271"",""0.8791049823656729""]}"
13476,1238.4699999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.32520022647201197"",""0.674799773527988""]}"
13491,1215.8199999999997,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15134445226913879"",""0.8486555477308612""]}"
13499,1159.1100000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.17222433098620027"",""0.8277756690137998""]}"
13502,291.99999999999994,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7585944853000093"",""0.2414055146999906""]}"
13505,4393.629999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.06974999350567279"",""0.9302500064943272""]}"
13509,979.72,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.25609454204877674"",""0.7439054579512233""]}"
13516,1389.41,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1343858035008114"",""0.8656141964991886""]}"
13525,628.78,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5213552903856885"",""0.47864470961431155""]}"
13531,483.80000000000007,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8512705098691232"",""0.1487294901308767""]}"
13534,5870.0800000000145,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13544,276.06,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7941156025787416"",""0.20588439742125839""]}"
13548,678.1600000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.38937174078061937"",""0.6106282592193807""]}"
13549,918.1999999999997,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13247174829102448"",""0.8675282517089755""]}"
13555,4098.88,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11057860279504642"",""0.8894213972049536""]}"
13560,171.42000000000004,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8433649207986942"",""0.15663507920130587""]}"
13562,1799.3299999999983,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12852951597820703"",""0.871470484021793""]}"
13563,777.5299999999999,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7054830356034216"",""0.2945169643965783""]}"
13566,856.8399999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.3642933008249739"",""0.6357066991750261""]}"
13571,2088.94,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15131041769301815"",""0.8486895823069819""]}"
13589,379.65000000000003,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8537147687395008"",""0.1462852312604992""]}"
13599,5149.92,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13606,276.74999999999994,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6466653702461969"",""0.3533346297538032""]}"
13626,257.23,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13636,949.1199999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15346574639386068"",""0.8465342536061393""]}"
13645,252.1,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
13662,881.2600000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13604416812241746"",""0.8639558318775825""]}"
13663,189.46999999999997,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13668,6309.829999999984,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
13669,218.55,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8384894775273788"",""0.16151052247262127""]}"
13678,232.60000000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5145985614184889"",""0.4854014385815112""]}"
13680,3719.1200000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13681,827.83,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.44436806570690507"",""0.5556319342930949""]}"
13711,252.06000000000003,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8537147687395008"",""0.1462852312604992""]}"
13718,306.55,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8404542960281653"",""0.15954570397183465""]}"
13719,1041.6800000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12301631175904898"",""0.8769836882409511""]}"
13725,1980.5600000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13726,1079.6599999999996,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.24347416626093854"",""0.7565258337390615""]}"
13728,1016.14,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.18308265434838275"",""0.8169173456516173""]}"
13735,2883.539999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
13740,350.75000000000006,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6243465052601117"",""0.3756534947398882""]}"
13741,668.43,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5728962674531224"",""0.4271037325468775""]}"
